Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Egg Drop Soup,Soups,7.0,27.0,43.0,23.0,2.0,61.0,4.0,7.0,26.0,2.0,19.0,39.0,0.0,0.0,0.0,15.0,13.0,22.0,12.0,17.0,4.0,370.0,0.0,89.0,20.0,2.0,3.0,2.0,16.0,12.0,2.0,65.0,9.0,33.0,,1.0,3.0,5.0,5.0,1.0,2.0,3.0,25.0,9.0,4.0,3.0,4.0,2.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,,Other
Hot and sour soup,Soups,19.0,39.0,44.0,21.0,3.0,12.0,5.0,8.0,64.0,9.0,29.0,39.0,0.0,0.0,0.0,32.0,31.0,55.0,26.0,23.0,4.0,376.0,0.0,34.0,9.0,3.0,1.0,3.0,51.0,23.0,6.0,0.0,22.0,40.0,0.0,6.0,8.0,15.0,153.0,9.0,4.0,9.0,24.0,42.0,11.0,2.0,9.0,1.0,39.0,11.0,3.0,0.0,0.0,0.0,0.0,27.0,,Other
Wonton soup,Soups,5.0,32.0,53.0,4.0,2.0,26.0,2.0,13.0,21.0,3.0,8.0,51.0,0.0,0.0,0.0,18.0,7.0,32.0,21.0,6.0,11.0,406.0,0.0,13.0,1.0,2.0,9.0,2.0,58.0,14.0,8.0,7.0,12.0,19.0,0.0,4.0,6.0,12.0,6.0,3.0,3.0,7.0,48.0,34.0,8.0,1.0,7.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,,Other
Tomatillo Salsa Verde,Soups,0.0,47.0,63.0,0.0,,16.0,0.0,,0.0,,,63.0,,,,,,203.0,0.0,0.0,,719.0,,625.0,,,,,,,,38.0,,,,,,,,,,,,63.0,,,,,,,,,,,,,,Other
Tartar sauce,Soups,26.0,211.0,13.0,7.0,2.0,17.0,5.0,5.0,25.0,6.0,36.0,13.0,1.0,0.0,0.0,17.0,9.0,68.0,1.0,33.0,9.0,667.0,,165.0,11.0,2.0,2.0,3.0,9.0,7.0,4.0,23.0,12.0,8.0,,,,,,11.0,,,,43.0,,,,0.0,17.0,50.0,,,,,,,,Other
Potato flour,Baked Products,65.0,357.0,83.0,0.0,2.0,34.0,59.0,25.0,14.0,65.0,1.0,77.0,0.0,0.0,0.0,168.0,15.0,1001.0,69.0,9.0,11.0,55.0,0.0,0.0,0.0,23.0,0.0,5.0,35.0,47.0,77.0,38.0,54.0,40.0,,17.0,3.0,43.0,41.0,31.0,11.0,32.0,,35.0,28.0,12.0,36.0,0.0,25.0,0.0,,,,,,,,Added Sugars
Corn pudding,Baked Products,39.0,131.0,17.0,72.0,4.0,5.0,12.0,29.0,53.0,15.0,15.0,16.0,1.0,0.0,0.0,90.0,55.0,176.0,44.0,25.0,61.0,282.0,9.0,296.0,57.0,7.0,31.0,15.0,1.0,,13.0,37.0,48.0,56.0,,11.0,2.0,44.0,33.0,8.0,11.0,22.0,87.0,66.0,17.0,6.0,26.0,5.0,27.0,5.0,,,,,,,,Added Sugars
Biscuit,Baked Products,235.0,353.0,45.0,3.0,8.0,16.0,15.0,61.0,29.0,18.0,69.0,43.0,0.0,0.0,0.0,164.0,42.0,121.0,7.0,43.0,20.0,580.0,,82.0,,36.0,8.0,31.0,29.0,29.0,4.0,2.0,54.0,,,16.0,27.0,51.0,23.0,38.0,13.0,35.0,,22.0,21.0,9.0,31.0,,,,,,,,,,,Added Sugars
Banana bread,Baked Products,21.0,326.0,55.0,43.0,7.0,11.0,11.0,33.0,14.0,14.0,45.0,54.0,0.0,0.0,0.0,58.0,31.0,134.0,43.0,22.0,12.0,302.0,,493.0,106.0,17.0,1.0,2.0,14.0,27.0,15.0,17.0,35.0,,,11.0,18.0,33.0,18.0,21.0,9.0,22.0,,,15.0,5.0,21.0,,,,,,,,,,,Added Sugars
Cornbread,Baked Products,57.0,418.0,70.0,2.0,9.0,12.0,65.0,93.0,25.0,24.0,67.0,63.0,0.0,0.0,0.0,489.0,17.0,113.0,7.0,31.0,56.0,817.0,,115.0,19.0,43.0,9.0,27.0,33.0,48.0,13.0,1.0,57.0,71.0,,18.0,25.0,63.0,2.0,32.0,13.0,34.0,,20.0,22.0,7.0,32.0,0.0,16.0,5.0,,,,,,,,Added Sugars
Egg bread,Baked Products,93.0,287.0,48.0,51.0,16.0,6.0,23.0,105.0,3.0,19.0,23.0,46.0,1.0,0.0,0.0,106.0,11.0,115.0,95.0,16.0,30.0,380.0,,211.0,63.0,44.0,1.0,44.0,48.0,28.0,6.0,0.0,79.0,84.0,,21.0,39.0,69.0,31.0,5.0,19.0,48.0,,18.0,31.0,11.0,44.0,4.0,26.0,9.0,,,,,,,,Added Sugars
Dough,Baked Products,52.0,272.0,52.0,0.0,15.0,24.0,22.0,123.0,39.0,32.0,36.0,50.0,0.0,0.0,0.0,105.0,86.0,117.0,11.0,53.0,29.0,602.0,1.0,1.0,0.0,71.0,0.0,43.0,48.0,46.0,11.0,0.0,1.0,8.0,51.0,,,,,58.0,,,44.0,46.0,,,,0.0,21.0,7.0,6.0,0.0,0.0,0.0,0.0,79.0,,Added Sugars
French bread,Baked Products,47.0,319.0,62.0,0.0,15.0,21.0,31.0,140.0,39.0,31.0,39.0,59.0,0.0,0.0,0.0,126.0,83.0,140.0,13.0,5.0,30.0,720.0,,0.0,0.0,43.0,0.0,37.0,54.0,62.0,1.0,2.0,11.0,18.0,,23.0,42.0,76.0,33.0,57.0,17.0,54.0,,36.0,32.0,13.0,48.0,0.0,19.0,5.0,5.0,0.0,0.0,,,,,Added Sugars
Irish soda bread,Baked Products,81.0,290.0,56.0,18.0,13.0,5.0,26.0,47.0,27.0,23.0,2.0,53.0,0.0,0.0,0.0,114.0,15.0,266.0,66.0,11.0,16.0,398.0,,194.0,48.0,3.0,5.0,27.0,24.0,25.0,8.0,8.0,57.0,,,16.0,23.0,44.0,22.0,36.0,14.0,3.0,,,2.0,7.0,28.0,,,,,,,,,,,Added Sugars
Italian bread,Baked Products,78.0,271.0,50.0,0.0,19.0,35.0,32.0,191.0,29.0,27.0,81.0,47.0,0.0,0.0,0.0,103.0,14.0,110.0,88.0,0.0,27.0,550.0,,1.0,0.0,47.0,0.0,29.0,44.0,38.0,5.0,0.0,86.0,15.0,,19.0,33.0,61.0,2.0,46.0,16.0,43.0,,32.0,25.0,1.0,38.0,0.0,29.0,12.0,,,,,,,,Added Sugars
Multigrain bread,Baked Products,111.0,288.0,47.0,0.0,31.0,46.0,81.0,70.0,27.0,85.0,83.0,39.0,0.0,0.0,0.0,247.0,2.0,250.0,15.0,95.0,36.0,414.0,0.0,0.0,0.0,24.0,0.0,14.0,44.0,37.0,29.0,1.0,19.0,29.0,27.0,22.0,35.0,6.0,31.0,22.0,15.0,42.0,,69.0,29.0,14.0,43.0,0.0,4.0,15.0,,0.0,,,,,,Added Sugars
Oat bread,Baked Products,65.0,236.0,40.0,0.0,14.0,44.0,45.0,81.0,31.0,35.0,16.0,35.0,0.0,0.0,0.0,141.0,17.0,147.0,10.0,7.0,30.0,353.0,,5.0,2.0,5.0,0.0,35.0,48.0,58.0,7.0,0.0,89.0,19.0,,23.0,4.0,73.0,3.0,78.0,18.0,52.0,,77.0,3.0,13.0,46.0,0.0,44.0,12.0,,,,,,,,Added Sugars
Oatmeal bread,Baked Products,66.0,269.0,49.0,0.0,21.0,44.0,4.0,62.0,27.0,37.0,16.0,45.0,0.0,0.0,0.0,126.0,17.0,142.0,84.0,7.0,25.0,447.0,,16.0,5.0,4.0,3.0,24.0,31.0,34.0,7.0,0.0,1.0,19.0,,19.0,33.0,61.0,27.0,94.0,15.0,41.0,,81.0,25.0,12.0,39.0,0.0,48.0,15.0,,,,,,,,Added Sugars
Pita bread,Baked Products,86.0,275.0,56.0,0.0,17.0,12.0,22.0,107.0,26.0,26.0,11.0,54.0,0.0,0.0,0.0,97.0,54.0,120.0,91.0,17.0,27.0,536.0,,0.0,0.0,6.0,0.0,33.0,46.0,4.0,3.0,0.0,84.0,15.0,,2.0,35.0,63.0,22.0,48.0,16.0,45.0,,13.0,26.0,11.0,39.0,0.0,3.0,2.0,,,,,,,,Added Sugars
Protein bread,Baked Products,124.0,245.0,44.0,0.0,42.0,22.0,3.0,116.0,42.0,65.0,18.0,41.0,0.0,0.0,0.0,185.0,1.0,322.0,12.0,33.0,33.0,404.0,,5.0,0.0,36.0,0.0,39.0,43.0,42.0,7.0,0.0,18.0,19.0,,27.0,47.0,86.0,37.0,15.0,2.0,6.0,,14.0,37.0,15.0,52.0,0.0,36.0,13.0,,,,,,,,Added Sugars
Pumpernickel bread,Baked Products,68.0,250.0,48.0,0.0,29.0,31.0,65.0,93.0,29.0,54.0,93.0,41.0,0.0,0.0,0.0,178.0,12.0,208.0,87.0,44.0,25.0,596.0,,0.0,0.0,33.0,0.0,31.0,31.0,4.0,13.0,0.0,15.0,15.0,,2.0,33.0,6.0,25.0,13.0,16.0,42.0,,53.0,27.0,1.0,4.0,0.0,42.0,8.0,,,,,,,,Added Sugars
Raisin bread,Baked Products,66.0,274.0,52.0,0.0,2.0,44.0,43.0,106.0,29.0,26.0,23.0,48.0,0.0,0.0,0.0,109.0,68.0,227.0,79.0,11.0,20.0,347.0,,0.0,0.0,34.0,0.0,4.0,35.0,39.0,7.0,1.0,72.0,15.0,,17.0,29.0,52.0,2.0,5.0,13.0,36.0,,57.0,22.0,8.0,33.0,0.0,28.0,17.0,,,,,,,,Added Sugars
Rye bread,Baked Products,73.0,259.0,48.0,0.0,19.0,33.0,58.0,110.0,28.0,40.0,13.0,43.0,0.0,0.0,0.0,125.0,8.0,166.0,85.0,63.0,31.0,603.0,,7.0,0.0,43.0,0.0,34.0,38.0,44.0,8.0,4.0,11.0,15.0,,18.0,32.0,58.0,23.0,82.0,14.0,41.0,,39.0,26.0,1.0,38.0,0.0,33.0,12.0,,,,,,,,Added Sugars
White Bread,Baked Products,144.0,266.0,49.0,0.0,1.0,33.0,27.0,111.0,36.0,23.0,6.0,47.0,0.0,0.0,0.0,98.0,16.0,126.0,89.0,7.0,22.0,490.0,3.0,1.0,0.0,53.0,0.0,24.0,48.0,54.0,9.0,0.0,74.0,15.0,24.0,,,,,54.0,,,37.0,57.0,,,,0.0,22.0,2.0,17.0,0.0,0.0,0.0,0.0,,,Added Sugars
Bread crumbs,Baked Products,183.0,395.0,72.0,0.0,26.0,53.0,45.0,107.0,48.0,43.0,1.0,67.0,0.0,0.0,0.0,165.0,21.0,196.0,13.0,12.0,25.0,732.0,,0.0,0.0,97.0,35.0,4.0,66.0,55.0,12.0,0.0,15.0,15.0,25.0,3.0,54.0,96.0,43.0,92.0,23.0,66.0,60.0,62.0,43.0,16.0,6.0,0.0,8.0,66.0,,,,,,,,Added Sugars
Bread sticks,Baked Products,22.0,412.0,68.0,0.0,19.0,95.0,3.0,162.0,43.0,32.0,36.0,65.0,0.0,0.0,0.0,121.0,36.0,124.0,12.0,14.0,38.0,713.0,,0.0,0.0,59.0,0.0,55.0,53.0,54.0,7.0,0.0,88.0,15.0,,26.0,46.0,84.0,28.0,56.0,21.0,59.0,,13.0,34.0,14.0,52.0,0.0,1.0,22.0,,,,,,,,Added Sugars
Bread stuffing,Baked Products,97.0,386.0,76.0,1.0,24.0,34.0,32.0,168.0,38.0,40.0,15.0,73.0,0.0,0.0,0.0,141.0,71.0,246.0,11.0,85.0,48.0,1405.0,,2.0,0.0,6.0,2.0,4.0,58.0,4.0,15.0,0.0,93.0,15.0,,25.0,4.0,77.0,32.0,59.0,19.0,55.0,,83.0,33.0,14.0,46.0,0.0,38.0,11.0,,,,,,,,Added Sugars
Angel food cake,Baked Products,140.0,258.0,58.0,0.0,8.0,8.0,15.0,35.0,52.0,12.0,7.0,56.0,,,,324.0,37.0,93.0,59.0,12.0,73.0,749.0,,0.0,0.0,1.0,6.0,49.0,88.0,2.0,3.0,0.0,7.0,,,13.0,31.0,48.0,36.0,9.0,18.0,33.0,,,25.0,8.0,35.0,,,,,,,,,,,Added Sugars
Carrot cake,Baked Products,172.0,415.0,79.0,0.0,5.0,98.0,,67.0,18.0,8.0,4.0,79.0,,,,247.0,37.0,169.0,51.0,15.0,15.0,567.0,,1930.0,97.0,27.0,4.0,17.0,22.0,29.0,8.0,12.0,2.0,,,11.0,19.0,34.0,14.0,53.0,8.0,24.0,,,15.0,6.0,21.0,,,,,,,,,,,Added Sugars
Chocolate cake,Baked Products,60.0,371.0,53.0,58.0,21.0,15.0,16.0,27.0,16.0,32.0,6.0,52.0,1.0,0.0,0.0,106.0,28.0,140.0,53.0,54.0,12.0,315.0,,140.0,,14.0,16.0,21.0,11.0,3.0,4.0,2.0,69.0,128.0,,12.0,24.0,41.0,27.0,28.0,12.0,27.0,,,2.0,7.0,28.0,,,,,,,,,,,Added Sugars
White cake,Baked Products,90.0,356.0,63.0,1.0,7.0,10.0,1.0,31.0,12.0,12.0,37.0,62.0,0.0,0.0,0.0,70.0,22.0,99.0,44.0,39.0,11.0,284.0,,42.0,12.0,13.0,6.0,19.0,11.0,17.0,3.0,1.0,33.0,6.0,,1.0,2.0,34.0,2.0,28.0,11.0,23.0,,57.0,16.0,5.0,23.0,2.0,12.0,41.0,,,,,,,,Added Sugars
Coffeecake,Baked Products,59.0,339.0,44.0,85.0,5.0,15.0,1.0,39.0,64.0,15.0,71.0,43.0,1.0,0.0,0.0,101.0,16.0,289.0,7.0,54.0,13.0,339.0,,287.0,86.0,11.0,34.0,13.0,68.0,4.0,6.0,1.0,59.0,,,19.0,33.0,57.0,4.0,17.0,14.0,35.0,,,26.0,8.0,36.0,,,,,,,,,,,Added Sugars
Fruitcake,Baked Products,33.0,324.0,62.0,5.0,5.0,91.0,37.0,20.0,21.0,16.0,42.0,58.0,0.0,0.0,0.0,52.0,33.0,153.0,29.0,1.0,2.0,101.0,,22.0,7.0,5.0,1.0,1.0,79.0,23.0,5.0,5.0,27.0,89.0,,7.0,12.0,21.0,12.0,22.0,6.0,14.0,,27.0,1.0,4.0,14.0,0.0,9.0,15.0,,,,,,,,Added Sugars
Gingerbread,Baked Products,71.0,356.0,49.0,32.0,2.0,16.0,,33.0,29.0,70.0,71.0,49.0,0.0,0.0,0.0,54.0,42.0,439.0,39.0,41.0,16.0,327.0,,48.0,14.0,19.0,6.0,16.0,17.0,38.0,19.0,1.0,39.0,,,9.0,15.0,28.0,13.0,68.0,8.0,2.0,,,12.0,5.0,17.0,,,,,,,,,,,Added Sugars
Marble cake,Baked Products,76.0,416.0,80.0,0.0,14.0,12.0,29.0,36.0,16.0,18.0,48.0,77.0,0.0,0.0,0.0,275.0,38.0,123.0,34.0,25.0,26.0,519.0,,2.0,1.0,18.0,0.0,13.0,15.0,1.0,3.0,0.0,35.0,45.0,,7.0,13.0,22.0,13.0,14.0,5.0,16.0,,36.0,11.0,5.0,16.0,0.0,85.0,28.0,,,,,,,,Added Sugars
Pineapple cake,Baked Products,120.0,319.0,51.0,22.0,9.0,12.0,8.0,26.0,15.0,13.0,52.0,50.0,0.0,0.0,0.0,82.0,33.0,112.0,35.0,29.0,94.0,319.0,,253.0,62.0,153.0,8.0,16.0,12.0,2.0,3.0,12.0,31.0,,,8.0,15.0,26.0,14.0,35.0,7.0,17.0,,,12.0,4.0,17.0,,,,,,,,,,,Added Sugars
Pound cake,Baked Products,47.0,353.0,54.0,66.0,4.0,14.0,6.0,42.0,15.0,8.0,3.0,53.0,1.0,1.0,0.0,140.0,34.0,149.0,5.0,48.0,5.0,377.0,19.0,241.0,70.0,17.0,36.0,25.0,16.0,49.0,4.0,0.0,43.0,66.0,33.0,12.0,2.0,4.0,2.0,11.0,12.0,24.0,17.0,33.0,153.0,4.0,25.0,8.0,65.0,17.0,37.0,0.0,2.0,0.0,1.0,29.0,,Added Sugars
Shortcake,Baked Products,205.0,346.0,49.0,3.0,8.0,14.0,,53.0,25.0,16.0,6.0,49.0,0.0,0.0,0.0,143.0,36.0,106.0,61.0,38.0,17.0,506.0,,72.0,18.0,31.0,7.0,27.0,26.0,25.0,3.0,2.0,48.0,,,14.0,24.0,45.0,2.0,33.0,12.0,3.0,,,18.0,8.0,27.0,,,,,,,,,,,Added Sugars
Yellow cake,Baked Products,32.0,379.0,55.0,16.0,16.0,18.0,15.0,22.0,2.0,20.0,72.0,54.0,0.0,0.0,0.0,138.0,47.0,187.0,32.0,58.0,59.0,310.0,13.0,26.0,7.0,4.0,0.0,9.0,8.0,17.0,0.0,0.0,42.0,17.0,62.0,,,,,22.0,,,86.0,39.0,,,,2.0,45.0,25.0,47.0,0.0,3.0,0.0,0.0,4.0,,Added Sugars
Cheesecake,Baked Products,51.0,321.0,26.0,55.0,2.0,23.0,4.0,18.0,63.0,11.0,86.0,25.0,1.0,0.0,0.0,93.0,16.0,90.0,55.0,99.0,52.0,438.0,,547.0,159.0,3.0,17.0,19.0,2.0,57.0,5.0,4.0,51.0,46.0,,13.0,28.0,46.0,37.0,14.0,14.0,26.0,,22.0,22.0,6.0,31.0,5.0,56.0,44.0,,,,,,,,Added Sugars
Chocolate brownie,Baked Products,57.0,466.0,50.0,73.0,39.0,29.0,,29.0,18.0,53.0,11.0,50.0,1.0,0.0,0.0,132.0,94.0,176.0,62.0,73.0,12.0,343.0,,827.0,176.0,14.0,16.0,19.0,98.0,33.0,9.0,3.0,97.0,,,14.0,27.0,45.0,28.0,59.0,13.0,3.0,,,23.0,8.0,32.0,,,,,,,,,,,Added Sugars
Butter cookie,Baked Products,29.0,467.0,69.0,117.0,2.0,19.0,8.0,76.0,22.0,12.0,55.0,68.0,1.0,0.0,1.0,102.0,98.0,111.0,61.0,11.0,84.0,282.0,,673.0,165.0,37.0,36.0,34.0,32.0,49.0,4.0,0.0,38.0,65.0,,14.0,28.0,47.0,31.0,17.0,13.0,3.0,,20.0,22.0,8.0,32.0,4.0,58.0,17.0,,,,,,,,Added Sugars
Wafer,Baked Products,31.0,433.0,73.0,2.0,46.0,14.0,34.0,47.0,4.0,53.0,49.0,69.0,0.0,0.0,0.0,132.0,42.0,210.0,66.0,42.0,57.0,580.0,,10.0,3.0,2.0,9.0,27.0,29.0,38.0,5.0,0.0,11.0,14.0,,13.0,26.0,45.0,28.0,7.0,11.0,31.0,,37.0,22.0,1.0,32.0,0.0,72.0,24.0,,,,,,,,Added Sugars
Fig bars,Baked Products,64.0,348.0,71.0,0.0,15.0,73.0,46.0,35.0,29.0,27.0,3.0,66.0,0.0,0.0,0.0,62.0,28.0,207.0,37.0,11.0,33.0,350.0,,33.0,9.0,16.0,9.0,22.0,19.0,36.0,8.0,3.0,39.0,15.0,,7.0,13.0,22.0,14.0,34.0,5.0,15.0,,46.0,11.0,5.0,16.0,0.0,65.0,58.0,,,,,,,,Added Sugars
Gingersnaps,Baked Products,77.0,416.0,77.0,0.0,31.0,98.0,22.0,87.0,64.0,49.0,54.0,75.0,0.0,0.0,0.0,83.0,14.0,346.0,56.0,25.0,51.0,501.0,,2.0,0.0,2.0,0.0,29.0,32.0,38.0,1.0,0.0,55.0,88.0,,11.0,21.0,38.0,2.0,16.0,9.0,26.0,,20.0,16.0,8.0,25.0,0.0,97.0,25.0,,,,,,,,Added Sugars
Graham cracker,Baked Products,77.0,430.0,78.0,0.0,17.0,11.0,34.0,91.0,38.0,40.0,25.0,74.0,0.0,0.0,0.0,185.0,54.0,170.0,67.0,16.0,63.0,459.0,6.0,2.0,0.0,27.0,0.0,32.0,44.0,42.0,16.0,0.0,96.0,59.0,99.0,,,,,1.0,,,47.0,25.0,,,,0.0,15.0,14.0,6.0,0.0,2.0,0.0,0.0,47.0,,Added Sugars
Ladyfingers,Baked Products,47.0,363.0,60.0,221.0,1.0,91.0,1.0,77.0,36.0,12.0,37.0,59.0,4.0,,0.0,173.0,14.0,113.0,11.0,3.0,,147.0,,556.0,167.0,28.0,75.0,43.0,21.0,11.0,12.0,0.0,11.0,,,25.0,52.0,86.0,68.0,24.0,27.0,51.0,,,47.0,13.0,58.0,,,,,,,,,,,Added Sugars
Cookie dough,Baked Products,31.0,424.0,59.0,24.0,11.0,19.0,25.0,35.0,21.0,28.0,11.0,57.0,0.0,0.0,0.0,104.0,26.0,147.0,54.0,48.0,91.0,294.0,,70.0,4.0,23.0,4.0,15.0,19.0,37.0,4.0,0.0,64.0,,,13.0,23.0,41.0,26.0,77.0,12.0,28.0,,,18.0,9.0,29.0,,,,,,,,,,,Added Sugars
Shortbread,Baked Products,13.0,514.0,64.0,0.0,9.0,26.0,13.0,81.0,3.0,14.0,67.0,62.0,0.0,0.0,0.0,66.0,83.0,88.0,54.0,81.0,62.0,353.0,71.0,1.0,0.0,35.0,0.0,31.0,33.0,32.0,7.0,0.0,49.0,9.0,3.0,,,,,39.0,,,40.0,22.0,,,,0.0,24.0,11.0,89.0,1.0,3.0,0.0,1.0,73.0,,Added Sugars
Puff pastry,Baked Products,10.0,558.0,46.0,0.0,12.0,39.0,15.0,55.0,26.0,16.0,88.0,44.0,0.0,0.0,0.0,60.0,22.0,62.0,74.0,55.0,25.0,253.0,,1.0,0.0,32.0,0.0,26.0,38.0,0.0,2.0,0.0,54.0,62.0,,16.0,28.0,51.0,14.0,5.0,13.0,37.0,,75.0,2.0,9.0,31.0,0.0,55.0,16.0,,,,,,,,Added Sugars
Cheese crackers,Baked Products,136.0,489.0,59.0,3.0,13.0,23.0,23.0,152.0,49.0,25.0,57.0,57.0,0.0,0.0,0.0,200.0,10.0,156.0,11.0,53.0,14.0,973.0,54.0,156.0,17.0,56.0,34.0,34.0,61.0,47.0,17.0,0.0,12.0,87.0,37.0,25.0,42.0,74.0,42.0,56.0,19.0,49.0,53.0,45.0,3.0,13.0,48.0,0.0,22.0,94.0,72.0,1.0,0.0,0.0,0.0,93.0,,Added Sugars
Matzo,Baked Products,13.0,395.0,84.0,0.0,6.0,14.0,3.0,17.0,32.0,25.0,13.0,81.0,0.0,0.0,0.0,89.0,6.0,112.0,10.0,23.0,37.0,0.0,,0.0,0.0,39.0,0.0,29.0,39.0,44.0,12.0,0.0,68.0,11.0,,21.0,37.0,69.0,19.0,65.0,18.0,49.0,,29.0,27.0,12.0,42.0,0.0,6.0,3.0,,,,,,,,Added Sugars
Melba toast,Baked Products,93.0,390.0,77.0,0.0,29.0,32.0,63.0,124.0,37.0,59.0,78.0,70.0,0.0,0.0,0.0,196.0,13.0,202.0,12.0,45.0,35.0,598.0,,0.0,0.0,41.0,0.0,27.0,41.0,69.0,1.0,0.0,2.0,20.0,,26.0,46.0,84.0,28.0,11.0,21.0,6.0,,94.0,34.0,14.0,52.0,0.0,43.0,9.0,,,,,,,,Added Sugars
Cracker,Baked Products,120.0,510.0,61.0,0.0,1.0,26.0,23.0,92.0,4.0,18.0,66.0,59.0,0.0,0.0,0.0,248.0,13.0,118.0,66.0,56.0,67.0,726.0,11.0,0.0,0.0,42.0,0.0,46.0,44.0,42.0,6.0,0.0,49.0,96.0,29.0,15.0,25.0,47.0,1.0,49.0,11.0,33.0,50.0,82.0,19.0,8.0,29.0,0.0,3.0,69.0,15.0,1.0,6.0,0.0,0.0,11.0,,Added Sugars
Cheese sandwich,Baked Products,204.0,497.0,58.0,7.0,16.0,25.0,31.0,64.0,26.0,54.0,10.0,55.0,0.0,0.0,0.0,382.0,92.0,306.0,98.0,41.0,24.0,839.0,,71.0,21.0,36.0,12.0,43.0,32.0,62.0,26.0,15.0,87.0,,,22.0,38.0,7.0,34.0,11.0,17.0,47.0,,,3.0,13.0,44.0,,,,,,,,,,,Added Sugars
Croissant,Baked Products,37.0,406.0,46.0,67.0,8.0,21.0,26.0,88.0,2.0,16.0,55.0,43.0,0.0,0.0,0.0,105.0,11.0,118.0,82.0,12.0,23.0,467.0,,744.0,206.0,39.0,16.0,24.0,22.0,86.0,6.0,2.0,75.0,39.0,,19.0,37.0,62.0,33.0,33.0,18.0,42.0,,11.0,28.0,1.0,41.0,0.0,84.0,18.0,,,,,,,,Added Sugars
Crouton,Baked Products,76.0,407.0,74.0,0.0,16.0,66.0,51.0,132.0,41.0,31.0,31.0,68.0,0.0,0.0,0.0,115.0,13.0,124.0,12.0,15.0,38.0,698.0,,0.0,0.0,62.0,0.0,27.0,54.0,43.0,3.0,0.0,89.0,,,26.0,46.0,83.0,28.0,5.0,21.0,59.0,,,34.0,14.0,51.0,,,,,,,,,,,Added Sugars
Danish pastry,Baked Products,35.0,374.0,37.0,23.0,9.0,22.0,1.0,60.0,18.0,15.0,11.0,36.0,0.0,0.0,0.0,108.0,26.0,98.0,8.0,68.0,19.0,417.0,,128.0,35.0,19.0,2.0,26.0,2.0,3.0,4.0,1.0,7.0,20.0,,21.0,37.0,64.0,43.0,35.0,17.0,4.0,,7.0,29.0,9.0,41.0,0.0,35.0,69.0,,,,,,,,Added Sugars
Doughnuts,Baked Products,40.0,434.0,47.0,10.0,9.0,25.0,17.0,92.0,25.0,17.0,85.0,45.0,0.0,0.0,0.0,260.0,39.0,134.0,53.0,11.0,10.0,477.0,,14.0,4.0,39.0,6.0,3.0,29.0,38.0,5.0,0.0,5.0,37.0,0.0,,,,,33.0,,,26.0,18.0,,,,0.0,2.0,98.0,24.0,1.0,2.0,0.0,0.0,36.0,,Added Sugars
English muffins,Baked Products,163.0,227.0,44.0,0.0,14.0,17.0,35.0,94.0,4.0,24.0,38.0,41.0,0.0,0.0,0.0,92.0,5.0,109.0,89.0,73.0,22.0,425.0,0.0,0.0,0.0,48.0,4.0,25.0,41.0,36.0,5.0,18.0,11.0,16.0,69.0,2.0,4.0,65.0,45.0,51.0,153.0,42.0,37.0,35.0,33.0,11.0,45.0,0.0,31.0,12.0,5.0,0.0,0.0,,,,,Added Sugars
French toast,Baked Products,100.0,229.0,25.0,116.0,6.0,11.0,,43.0,17.0,17.0,45.0,25.0,1.0,0.0,0.0,117.0,26.0,134.0,77.0,27.0,20.0,479.0,,503.0,124.0,2.0,31.0,32.0,16.0,55.0,7.0,3.0,67.0,,,18.0,38.0,62.0,41.0,19.0,19.0,39.0,,,31.0,9.0,42.0,,,,,,,,,,,Added Sugars
Hush puppies,Baked Products,278.0,337.0,46.0,45.0,7.0,14.0,28.0,89.0,3.0,24.0,33.0,43.0,0.0,0.0,0.0,189.0,72.0,144.0,77.0,21.0,16.0,668.0,,186.0,41.0,35.0,19.0,33.0,28.0,36.0,1.0,2.0,66.0,33.0,,2.0,32.0,71.0,31.0,22.0,17.0,38.0,,2.0,28.0,8.0,39.0,0.0,13.0,24.0,,,,,,,,Added Sugars
Muffin,Baked Products,44.0,375.0,53.0,30.0,6.0,16.0,11.0,48.0,13.0,10.0,48.0,52.0,1.0,0.0,0.0,146.0,81.0,121.0,45.0,28.0,82.0,336.0,2.0,73.0,21.0,17.0,16.0,16.0,14.0,47.0,4.0,9.0,37.0,93.0,12.0,13.0,22.0,42.0,2.0,45.0,12.0,28.0,16.0,31.0,18.0,7.0,26.0,1.0,16.0,39.0,1.0,1.0,5.0,0.0,0.0,69.0,,Added Sugars
