Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Pancake,Baked Products,219.0,227.0,28.0,59.0,5.0,97.0,,38.0,18.0,16.0,25.0,28.0,1.0,0.0,0.0,159.0,44.0,132.0,64.0,21.0,15.0,439.0,,196.0,54.0,2.0,22.0,28.0,16.0,41.0,5.0,3.0,56.0,,,15.0,3.0,51.0,32.0,2.0,15.0,32.0,,,24.0,8.0,34.0,,,,,,,,,,,Added Sugars
Blueberry pie,Baked Products,7.0,245.0,34.0,0.0,7.0,12.0,,23.0,12.0,8.0,51.0,34.0,0.0,0.0,0.0,30.0,31.0,50.0,27.0,29.0,74.0,185.0,,42.0,2.0,153.0,0.0,13.0,12.0,12.0,3.0,7.0,2.0,,,6.0,9.0,18.0,6.0,3.0,5.0,13.0,,,7.0,3.0,11.0,,,,,,,,,,,Added Sugars
Cherry pie,Baked Products,10.0,270.0,39.0,0.0,8.0,12.0,,27.0,19.0,9.0,53.0,39.0,0.0,0.0,0.0,30.0,32.0,77.0,28.0,3.0,78.0,191.0,,409.0,29.0,15.0,0.0,13.0,13.0,12.0,3.0,1.0,2.0,,,6.0,9.0,17.0,7.0,2.0,4.0,12.0,,,7.0,3.0,1.0,,,,,,,,,,,Added Sugars
Cream pie,Baked Products,66.0,353.0,38.0,12.0,12.0,22.0,8.0,19.0,15.0,19.0,73.0,38.0,0.0,0.0,0.0,79.0,11.0,161.0,42.0,12.0,6.0,266.0,25.0,166.0,46.0,9.0,12.0,14.0,61.0,23.0,2.0,0.0,44.0,18.0,,,,,,16.0,,,,27.0,,,,1.0,11.0,95.0,,0.0,,,,,,Added Sugars
Lemon meringue pie,Baked Products,12.0,285.0,39.0,53.0,4.0,13.0,,25.0,1.0,6.0,56.0,39.0,1.0,0.0,0.0,42.0,33.0,65.0,38.0,32.0,12.0,242.0,,160.0,43.0,12.0,12.0,16.0,94.0,21.0,3.0,33.0,28.0,,,9.0,17.0,29.0,18.0,13.0,9.0,19.0,,,14.0,5.0,19.0,,,,,,,,,,,Added Sugars
Pecan pie,Baked Products,32.0,412.0,52.0,87.0,21.0,22.0,,26.0,15.0,26.0,11.0,52.0,1.0,0.0,0.0,94.0,57.0,133.0,49.0,4.0,12.0,262.0,,357.0,82.0,19.0,17.0,18.0,85.0,48.0,6.0,2.0,1.0,,,12.0,22.0,37.0,25.0,71.0,13.0,25.0,,,19.0,7.0,26.0,,,,,,,,,,,Added Sugars
Pumpkin pie,Baked Products,64.0,243.0,35.0,26.0,15.0,98.0,18.0,26.0,9.0,14.0,46.0,33.0,0.0,0.0,0.0,81.0,18.0,167.0,39.0,2.0,54.0,239.0,,3434.0,448.0,18.0,35.0,12.0,11.0,45.0,6.0,0.0,39.0,38.0,29.0,9.0,16.0,3.0,19.0,23.0,25.0,18.0,11.0,19.0,15.0,5.0,21.0,1.0,76.0,13.0,,0.0,,,,,,Added Sugars
Pie crust,Baked Products,61.0,518.0,52.0,0.0,8.0,31.0,,104.0,22.0,15.0,18.0,52.0,0.0,0.0,0.0,86.0,4.0,64.0,69.0,8.0,23.0,753.0,,0.0,0.0,39.0,0.0,21.0,27.0,27.0,6.0,0.0,4.0,,,15.0,26.0,48.0,13.0,32.0,12.0,34.0,,,18.0,8.0,29.0,,,,,,,,,,,Added Sugars
Pastry,Baked Products,10.0,551.0,45.0,0.0,11.0,38.0,15.0,78.0,26.0,16.0,22.0,44.0,0.0,0.0,0.0,60.0,49.0,61.0,73.0,96.0,24.0,249.0,,1.0,0.0,4.0,0.0,28.0,42.0,0.0,2.0,0.0,53.0,64.0,,16.0,27.0,51.0,14.0,49.0,13.0,36.0,,74.0,2.0,9.0,31.0,,54.0,16.0,,,,,,,,Added Sugars
Filo,Baked Products,11.0,299.0,53.0,0.0,1.0,6.0,19.0,88.0,32.0,15.0,31.0,51.0,0.0,0.0,0.0,75.0,92.0,74.0,71.0,15.0,23.0,483.0,,0.0,0.0,54.0,0.0,34.0,41.0,3.0,3.0,0.0,49.0,69.0,,16.0,25.0,49.0,16.0,48.0,13.0,36.0,,18.0,19.0,9.0,29.0,0.0,8.0,25.0,,,,,,,,Added Sugars
Popovers,Baked Products,32.0,371.0,71.0,0.0,17.0,43.0,,145.0,3.0,25.0,2.0,71.0,,,,100.0,82.0,100.0,10.0,98.0,38.0,906.0,,0.0,0.0,43.0,8.0,15.0,34.0,48.0,4.0,1.0,88.0,,,23.0,41.0,75.0,25.0,74.0,19.0,52.0,,,29.0,12.0,46.0,,,,,,,,,,,Added Sugars
Dinner rolls,Baked Products,178.0,310.0,52.0,4.0,14.0,65.0,2.0,101.0,37.0,26.0,19.0,50.0,0.0,0.0,0.0,122.0,25.0,139.0,11.0,14.0,27.0,467.0,0.0,5.0,1.0,53.0,13.0,37.0,54.0,45.0,1.0,2.0,99.0,15.0,,22.0,34.0,73.0,23.0,58.0,15.0,51.0,,56.0,29.0,8.0,4.0,0.0,28.0,11.0,22.0,0.0,0.0,,,,,Added Sugars
French rolls,Baked Products,91.0,277.0,50.0,0.0,14.0,43.0,32.0,113.0,27.0,20.0,2.0,47.0,0.0,0.0,0.0,84.0,83.0,114.0,86.0,96.0,28.0,574.0,,0.0,0.0,52.0,0.0,3.0,44.0,45.0,4.0,0.0,9.0,15.0,,19.0,34.0,61.0,23.0,56.0,153.0,42.0,,31.0,26.0,1.0,38.0,0.0,3.0,18.0,,,,,,,,Added Sugars
Apple strudel,Baked Products,15.0,274.0,41.0,6.0,3.0,11.0,22.0,28.0,42.0,9.0,33.0,39.0,0.0,0.0,0.0,33.0,53.0,149.0,33.0,2.0,61.0,135.0,,30.0,6.0,4.0,22.0,3.0,33.0,27.0,5.0,17.0,19.0,17.0,,8.0,15.0,26.0,153.0,19.0,7.0,15.0,,26.0,12.0,4.0,16.0,0.0,14.0,29.0,,,,,,,,Added Sugars
Sweet roll,Baked Products,72.0,372.0,51.0,66.0,9.0,16.0,24.0,72.0,16.0,17.0,48.0,49.0,0.0,0.0,0.0,76.0,75.0,111.0,62.0,31.0,17.0,304.0,,214.0,62.0,32.0,14.0,27.0,24.0,41.0,11.0,2.0,59.0,41.0,,15.0,26.0,46.0,24.0,3.0,12.0,3.0,,32.0,21.0,7.0,29.0,0.0,2.0,44.0,,,,,,,,Added Sugars
Taco shells,Baked Products,100.0,476.0,63.0,0.0,11.0,22.0,67.0,69.0,16.0,83.0,69.0,57.0,0.0,0.0,0.0,233.0,55.0,231.0,64.0,71.0,48.0,324.0,17.0,17.0,1.0,22.0,0.0,8.0,19.0,,2.0,0.0,16.0,30.0,1.0,17.0,22.0,84.0,2.0,56.0,18.0,29.0,55.0,15.0,23.0,4.0,29.0,0.0,69.0,86.0,27.0,1.0,1.0,0.0,0.0,51.0,,Added Sugars
Waffle,Baked Products,255.0,291.0,33.0,69.0,6.0,14.0,,46.0,23.0,19.0,35.0,33.0,1.0,0.0,0.0,190.0,68.0,159.0,79.0,29.0,46.0,511.0,,228.0,65.0,26.0,25.0,35.0,21.0,49.0,6.0,4.0,68.0,,,19.0,36.0,63.0,38.0,27.0,18.0,4.0,,,29.0,1.0,41.0,,,,,,,,,,,Added Sugars
Wonton wrappers,Baked Products,47.0,291.0,58.0,9.0,15.0,15.0,18.0,86.0,34.0,20.0,2.0,56.0,0.0,0.0,0.0,81.0,61.0,82.0,98.0,26.0,28.0,572.0,,14.0,4.0,52.0,2.0,38.0,54.0,3.0,3.0,0.0,71.0,,,21.0,37.0,68.0,2.0,64.0,18.0,49.0,,,27.0,11.0,42.0,,,,,,,,,,,Added Sugars
Baking powder,Baked Products,5876.0,53.0,28.0,0.0,1.0,0.0,2.0,0.0,11.0,27.0,0.0,28.0,0.0,0.0,0.0,2191.0,0.0,20.0,0.0,0.0,2.0,10600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Cream of tartar,Baked Products,8.0,258.0,62.0,0.0,2.0,0.0,2.0,0.0,37.0,2.0,0.0,61.0,0.0,0.0,0.0,5.0,0.0,16500.0,0.0,0.0,2.0,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,,,,,,21.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,Added Sugars
Baker's yeast,Baked Products,19.0,105.0,18.0,0.0,15.0,19.0,81.0,785.0,33.0,40.0,1.0,10.0,0.0,0.0,0.0,336.0,0.0,601.0,84.0,24.0,81.0,30.0,,0.0,0.0,19.0,1.0,11.0,12.0,49.0,43.0,1.0,10.0,32.0,,22.0,48.0,67.0,69.0,2.0,17.0,41.0,,0.0,44.0,11.0,51.0,0.0,0.0,0.0,,,,,,,,Added Sugars
Yeast,Baked Products,30.0,325.0,41.0,0.0,44.0,76.0,27.0,2340.0,22.0,54.0,43.0,14.0,0.0,0.0,0.0,637.0,2.0,955.0,40.0,1.0,79.0,51.0,,0.0,0.0,11.0,7.0,4.0,40.0,14.0,15.0,3.0,79.0,32.0,,91.0,19.0,29.0,33.0,31.0,59.0,18.0,,0.0,2.0,54.0,23.0,0.0,0.0,4.0,,,,,,,,Added Sugars
Chocolate chip cookie,Baked Products,38.0,488.0,58.0,70.0,39.0,28.0,,33.0,25.0,55.0,82.0,58.0,0.0,,0.0,100.0,45.0,221.0,57.0,14.0,11.0,341.0,,594.0,139.0,18.0,8.0,18.0,14.0,26.0,8.0,2.0,94.0,,,12.0,22.0,39.0,21.0,66.0,11.0,27.0,,,19.0,7.0,28.0,,,,,,,,,,,Added Sugars
Pita,Baked Products,86.0,275.0,56.0,0.0,17.0,12.0,22.0,107.0,26.0,26.0,11.0,54.0,0.0,0.0,0.0,97.0,54.0,120.0,91.0,17.0,27.0,536.0,,0.0,0.0,6.0,0.0,33.0,46.0,4.0,3.0,0.0,84.0,15.0,,2.0,35.0,63.0,22.0,48.0,16.0,45.0,,13.0,26.0,11.0,39.0,0.0,3.0,2.0,,,,,,,,Added Sugars
Ladyfinger,Baked Products,47.0,363.0,60.0,221.0,1.0,91.0,1.0,77.0,36.0,12.0,37.0,59.0,4.0,,0.0,173.0,14.0,113.0,11.0,3.0,,147.0,,556.0,167.0,28.0,75.0,43.0,21.0,11.0,12.0,0.0,11.0,,,25.0,52.0,86.0,68.0,24.0,27.0,51.0,,,47.0,13.0,58.0,,,,,,,,,,,Added Sugars
English muffin,Baked Products,52.0,235.0,46.0,0.0,13.0,18.0,27.0,37.0,89.0,21.0,3.0,43.0,,,,133.0,89.0,131.0,77.0,26.0,,464.0,,0.0,0.0,18.0,4.0,15.0,16.0,45.0,4.0,1.0,7.0,,,17.0,32.0,55.0,24.0,36.0,14.0,38.0,,,24.0,9.0,35.0,,,,,,,,,,,Added Sugars
Apple pie,Baked Products,11.0,237.0,34.0,0.0,5.0,11.0,16.0,4.0,12.0,7.0,44.0,32.0,,,,24.0,22.0,65.0,19.0,38.0,,266.0,,124.0,29.0,13.0,1.0,16.0,11.0,12.0,4.0,32.0,16.0,,,4.0,7.0,13.0,7.0,18.0,3.0,9.0,,,5.0,3.0,8.0,,,,,,,,,,,Added Sugars
Saltine cracker,Baked Products,22.0,393.0,82.0,0.0,15.0,16.0,27.0,124.0,77.0,26.0,14.0,80.0,0.0,0.0,0.0,113.0,69.0,115.0,11.0,24.0,21.0,849.0,,0.0,0.0,52.0,0.0,59.0,57.0,39.0,9.0,0.0,94.0,20.0,,22.0,38.0,72.0,29.0,64.0,18.0,51.0,,38.0,29.0,14.0,44.0,0.0,12.0,49.0,,,,,,,,Added Sugars
Tart,Baked Products,44.0,372.0,77.0,0.0,7.0,6.0,15.0,100.0,34.0,44.0,33.0,75.0,0.0,0.0,0.0,93.0,88.0,66.0,4.0,14.0,13.0,361.0,,950.0,285.0,29.0,0.0,55.0,38.0,,38.0,38.0,28.0,84.0,,,,,,,,,,49.0,,,,0.0,53.0,4.0,,,,,,,,Added Sugars
Pop tarts,Baked Products,24.0,412.0,68.0,0.0,15.0,13.0,11.0,80.0,35.0,16.0,65.0,67.0,,,,88.0,48.0,95.0,46.0,2.0,,398.0,,962.0,289.0,29.0,0.0,33.0,38.0,0.0,38.0,0.0,13.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,Added Sugars
Chocolate eclair,Baked Products,48.0,241.0,40.0,47.0,,69.0,21.0,,7.0,,2.0,38.0,,,,,29.0,,44.0,14.0,,300.0,2.0,75.0,,,,,,,,0.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,Added Sugars
Tostada shells,Baked Products,76.0,474.0,64.0,,15.0,23.0,58.0,,15.0,76.0,72.0,59.0,,,,203.0,83.0,237.0,62.0,7.0,22.0,657.0,16.0,,,35.0,,9.0,16.0,19.0,36.0,,12.0,,,,,,,36.0,,,55.0,,,,,,,,12.0,1.0,0.0,,,,,Added Sugars
Pan dulce,Baked Products,86.0,367.0,56.0,30.0,12.0,12.0,23.0,108.0,29.0,24.0,35.0,54.0,0.0,0.0,0.0,94.0,15.0,103.0,94.0,22.0,26.0,228.0,11.0,23.0,5.0,38.0,11.0,23.0,35.0,59.0,6.0,12.0,84.0,29.0,41.0,,,,,46.0,,,38.0,13.0,,,,0.0,29.0,16.0,7.0,1.0,0.0,0.0,0.0,12.0,,Added Sugars
Cream cracker,Baked Products,26.0,484.0,65.0,,11.0,20.0,24.0,149.0,74.0,25.0,11.0,62.0,0.0,0.0,0.0,98.0,25.0,129.0,7.0,54.0,95.0,1148.0,4.0,,,3.0,46.0,24.0,51.0,46.0,7.0,,66.0,,95.0,,,,,78.0,,,52.0,94.0,,,,,16.0,18.0,5.0,0.0,0.0,0.0,0.0,15.0,,Added Sugars
Cinnamon roll,Baked Products,183.0,452.0,49.0,5.0,6.0,27.0,12.0,72.0,14.0,14.0,87.0,47.0,0.0,0.0,0.0,131.0,37.0,102.0,45.0,13.0,13.0,305.0,3.0,2.0,0.0,21.0,16.0,14.0,24.0,34.0,4.0,3.0,53.0,11.0,11.0,13.0,23.0,41.0,22.0,29.0,1.0,26.0,16.0,26.0,18.0,7.0,26.0,0.0,12.0,15.0,23.0,1.0,0.0,0.0,0.0,34.0,,Added Sugars
Bagel,Baked Products,20.0,250.0,49.0,0.0,18.0,15.0,41.0,76.0,28.0,51.0,29.0,45.0,0.0,0.0,0.0,142.0,94.0,165.0,10.0,0.0,29.0,439.0,0.0,0.0,0.0,4.0,0.0,21.0,34.0,38.0,15.0,0.0,11.0,98.0,,,,,,14.0,,,,61.0,,,,0.0,32.0,15.0,,0.0,,,,,,Added Sugars
Potato bread,Baked Products,188.0,266.0,47.0,0.0,9.0,31.0,63.0,126.0,23.0,28.0,0.0,41.0,0.0,0.0,0.0,369.0,0.0,718.0,13.0,0.0,95.0,375.0,0.0,89.0,24.0,19.0,15.0,11.0,13.0,82.0,23.0,0.0,14.0,18.0,,14.0,27.0,44.0,31.0,25.0,11.0,29.0,,94.0,22.0,8.0,31.0,1.0,47.0,68.0,,0.0,,,,,,Added Sugars
Focaccia,Baked Products,35.0,249.0,36.0,0.0,9.0,79.0,18.0,138.0,32.0,20.0,57.0,34.0,0.0,0.0,0.0,128.0,99.0,114.0,88.0,88.0,16.0,561.0,0.0,2.0,0.0,47.0,0.0,3.0,37.0,65.0,11.0,0.0,13.0,29.0,,,,,,36.0,,,,18.0,,,,0.0,14.0,57.0,,,,,,,,Added Sugars
Patty,Baked Products,7.0,204.0,0.0,53.0,7.0,16.0,0.0,6.0,19.0,18.0,69.0,0.0,0.0,0.0,0.0,145.0,64.0,269.0,15.0,63.0,15.0,74.0,,0.0,0.0,4.0,21.0,16.0,38.0,31.0,21.0,0.0,41.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,Added Sugars
Strudel,Baked Products,293.0,318.0,50.0,12.0,,11.0,12.0,74.0,59.0,13.0,28.0,49.0,,,,263.0,46.0,71.0,5.0,27.0,,691.0,2.0,1316.0,395.0,39.0,16.0,45.0,53.0,,53.0,,4.0,,,,,,,,,,,17.0,,,,0.0,0.0,,,,,,,,,Added Sugars
Murray Vanilla Wafers,Baked Products,,461.0,73.0,1.0,,17.0,14.0,88.0,,,39.0,72.0,,,,42.0,66.0,84.0,4.0,57.0,,401.0,25.0,,,42.0,,23.0,26.0,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,Added Sugars
Keebler Oatmeal Cookies,Baked Products,,478.0,68.0,0.0,,20.0,45.0,39.0,21.0,6.0,49.0,63.0,,,,28.0,75.0,123.0,71.0,63.0,,325.0,27.0,,,29.0,,16.0,17.0,,1.0,,2.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,Added Sugars
Keebler Sugar Cones,Baked Products,,375.0,78.0,0.0,,37.0,21.0,0.0,32.0,9.0,2.0,76.0,,,,2.0,8.0,119.0,73.0,8.0,,326.0,0.0,,,42.0,,28.0,37.0,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,Added Sugars
Roti (Chapati),Baked Products,36.0,299.0,46.0,0.0,23.0,92.0,97.0,45.0,22.0,56.0,21.0,36.0,0.0,0.0,0.0,158.0,76.0,196.0,79.0,33.0,27.0,298.0,3.0,0.0,0.0,45.0,0.0,18.0,46.0,56.0,28.0,0.0,15.0,78.0,27.0,,,,,17.0,,,34.0,29.0,,,,0.0,55.0,33.0,3.0,0.0,0.0,0.0,0.0,72.0,,Added Sugars
Paratha,Baked Products,25.0,326.0,45.0,1.0,15.0,13.0,96.0,10.0,16.0,37.0,38.0,36.0,0.0,0.0,0.0,120.0,25.0,139.0,64.0,58.0,71.0,452.0,3.0,6.0,2.0,11.0,0.0,8.0,18.0,47.0,8.0,0.0,82.0,63.0,35.0,,,,,11.0,,,32.0,42.0,,,,0.0,14.0,34.0,6.0,0.0,1.0,0.0,0.0,24.0,,Added Sugars
Naan,Baked Products,59.0,286.0,46.0,1.0,16.0,67.0,48.0,16.0,17.0,68.0,19.0,41.0,0.0,0.0,0.0,188.0,13.0,185.0,10.0,29.0,11.0,467.0,,6.0,2.0,18.0,0.0,18.0,36.0,,13.0,0.0,12.0,10.0,8.0,,,,,14.0,,,36.0,34.0,,,,0.0,13.0,33.0,,,,,,,,Added Sugars
Navajo frybread,Baked Products,57.0,330.0,48.0,7.0,9.0,12.0,,122.0,4.0,18.0,44.0,48.0,,,,123.0,11.0,77.0,67.0,46.0,19.0,329.0,,,,43.0,0.0,22.0,46.0,16.0,4.0,,35.0,,0.0,,,,,3.0,,,43.0,2.0,,,,,0.0,8.0,5.0,2.0,0.0,,,,,Added Sugars
Lavash - Armenian Bread,Baked Products,21.0,281.0,60.0,0.0,33.0,12.0,31.0,26.0,12.0,27.0,1.0,,,,,496.0,5.0,125.0,87.0,2.0,2.0,796.0,0.0,,0.0,1.0,0.0,4.0,24.0,,8.0,0.0,7.0,,,,,,,5.0,,,,,,,,0.0,37.0,,,,,,,,,Added Sugars
Hot dog,Fast Foods,99.0,290.0,42.0,77.0,1.0,26.0,0.0,6.0,11.0,15.0,11.0,42.0,0.0,0.0,0.0,206.0,44.0,152.0,10.0,77.0,13.0,1090.0,,0.0,0.0,6.0,16.0,12.0,27.0,31.0,17.0,0.0,12.0,,,33.0,53.0,91.0,96.0,5.0,29.0,45.0,,,47.0,11.0,56.0,,19.0,,,,,,,,,Other
Potato wedges,Fast Foods,15.0,123.0,26.0,0.0,,22.0,2.0,,7.0,19.0,15.0,24.0,,,,87.0,1.0,394.0,27.0,55.0,,49.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,,35.0,11.0,37.0,,,,,,,,,,,3.0,,,,0.0,,,,,,,,,,Other
Veggie burger,Fast Foods,136.0,177.0,14.0,5.0,2.0,63.0,49.0,124.0,24.0,56.0,18.0,94.0,0.0,0.0,0.0,206.0,2.0,333.0,16.0,14.0,23.0,569.0,,16.0,1.0,27.0,2.0,24.0,38.0,29.0,3.0,45.0,13.0,19.0,13.0,47.0,78.0,14.0,1.0,95.0,29.0,89.0,58.0,11.0,61.0,16.0,89.0,0.0,23.0,42.0,8.0,0.0,0.0,,,,,Other
Hash browns,Fast Foods,19.0,272.0,29.0,0.0,1.0,17.0,27.0,12.0,6.0,21.0,78.0,26.0,0.0,0.0,0.0,98.0,57.0,355.0,26.0,25.0,4.0,566.0,6.0,2.0,0.0,14.0,0.0,4.0,18.0,38.0,19.0,54.0,36.0,18.0,24.0,,,,,16.0,,,26.0,56.0,,,,0.0,26.0,99.0,44.0,1.0,3.0,0.0,0.0,51.0,,Other
Burrito,Fast Foods,52.0,206.0,33.0,2.0,17.0,62.0,,40.0,21.0,40.0,22.0,33.0,,,,45.0,55.0,301.0,65.0,32.0,10.0,454.0,,153.0,,29.0,5.0,28.0,19.0,92.0,14.0,9.0,7.0,27.0,,17.0,27.0,5.0,34.0,4.0,11.0,35.0,,,24.0,8.0,32.0,,,,,,,,,,,Other
Nachos,Fast Foods,63.0,343.0,35.0,3.0,6.0,22.0,32.0,10.0,75.0,42.0,14.0,32.0,0.0,0.0,0.0,198.0,5.0,362.0,43.0,22.0,86.0,313.0,6.0,21.0,5.0,12.0,7.0,13.0,63.0,38.0,22.0,11.0,86.0,26.0,0.0,14.0,19.0,52.0,16.0,19.0,9.0,23.0,28.0,22.0,16.0,4.0,25.0,0.0,41.0,19.0,62.0,1.0,3.0,0.0,0.0,43.0,,Other
Taco,Fast Foods,89.0,226.0,20.0,28.0,8.0,13.0,39.0,19.0,12.0,32.0,44.0,16.0,0.0,1.0,1.0,178.0,3.0,209.0,89.0,44.0,92.0,397.0,47.0,131.0,20.0,5.0,93.0,6.0,17.0,,9.0,4.0,18.0,32.0,3.0,,,,,25.0,,,15.0,9.0,,,,1.0,6.0,15.0,17.0,0.0,0.0,0.0,1.0,27.0,,Other
Taco salad,Fast Foods,95.0,141.0,15.0,22.0,15.0,75.0,3.0,42.0,18.0,27.0,4.0,12.0,0.0,0.0,0.0,103.0,88.0,229.0,67.0,34.0,22.0,363.0,,62.0,3.0,5.0,4.0,18.0,12.0,21.0,11.0,18.0,14.0,23.0,63.0,18.0,31.0,55.0,49.0,26.0,15.0,28.0,97.0,,25.0,8.0,34.0,,54.0,11.0,,0.0,,,,,,Other
Cheeseburger,Fast Foods,119.0,308.0,28.0,43.0,11.0,15.0,2.0,70.0,27.0,26.0,54.0,26.0,0.0,1.0,1.0,161.0,17.0,196.0,17.0,65.0,20.0,515.0,57.0,254.0,50.0,29.0,76.0,36.0,52.0,55.0,23.0,0.0,25.0,29.0,19.0,45.0,76.0,13.0,78.0,32.0,38.0,76.0,20.0,49.0,57.0,16.0,88.0,1.0,52.0,42.0,13.0,0.0,1.0,0.0,2.0,13.0,,Other
Chicken sandwich,Fast Foods,58.0,250.0,21.0,35.0,7.0,11.0,14.0,47.0,18.0,24.0,45.0,19.0,0.0,0.0,0.0,185.0,32.0,245.0,16.0,21.0,20.0,753.0,3.0,32.0,3.0,23.0,13.0,3.0,77.0,12.0,38.0,8.0,61.0,35.0,97.0,,,,,22.0,,,17.0,36.0,,,,1.0,24.0,85.0,2.0,1.0,1.0,0.0,1.0,29.0,,Other
Fish sandwich,Fast Foods,37.0,257.0,27.0,35.0,8.0,12.0,1.0,46.0,15.0,25.0,26.0,26.0,6.0,0.0,3.0,116.0,63.0,206.0,10.0,19.0,18.0,602.0,8.0,87.0,6.0,21.0,68.0,14.0,22.0,37.0,7.0,18.0,49.0,29.0,15.0,,,,,26.0,,,,35.0,,,,2.0,55.0,14.0,49.0,1.0,2.0,0.0,0.0,56.0,,Other
Fast food,Fast Foods,62.0,297.0,32.0,33.0,12.0,12.0,17.0,80.0,31.0,27.0,48.0,30.0,0.0,1.0,1.0,134.0,17.0,197.0,17.0,45.0,20.0,331.0,51.0,51.0,9.0,32.0,89.0,36.0,56.0,53.0,21.0,0.0,25.0,34.0,23.0,4.0,64.0,11.0,79.0,36.0,31.0,67.0,23.0,49.0,46.0,14.0,73.0,1.0,38.0,49.0,12.0,0.0,0.0,0.0,1.0,14.0,,Other
Hamburger,Fast Foods,102.0,295.0,24.0,47.0,9.0,14.0,9.0,56.0,29.0,20.0,55.0,23.0,,,,136.0,38.0,226.0,17.0,51.0,,414.0,81.0,0.0,0.0,22.0,14.0,25.0,54.0,31.0,2.0,0.0,29.0,,2.0,51.0,72.0,13.0,12.0,22.0,37.0,68.0,,42.0,67.0,21.0,82.0,,,,,,,,,,,Other
Roast beef sandwich,Fast Foods,55.0,244.0,22.0,30.0,11.0,10.0,13.0,51.0,26.0,23.0,4.0,21.0,0.0,1.0,1.0,200.0,18.0,224.0,15.0,34.0,18.0,653.0,39.0,8.0,2.0,22.0,96.0,29.0,43.0,,22.0,0.0,23.0,32.0,15.0,,,,,23.0,,,18.0,38.0,,,,0.0,43.0,28.0,15.0,0.0,1.0,0.0,1.0,15.0,,Other
Submarine sandwich,Fast Foods,171.0,213.0,20.0,27.0,8.0,10.0,12.0,66.0,18.0,20.0,37.0,19.0,0.0,1.0,0.0,112.0,19.0,282.0,11.0,36.0,20.0,575.0,12.0,170.0,22.0,34.0,22.0,27.0,43.0,56.0,2.0,75.0,11.0,29.0,14.0,3.0,43.0,75.0,49.0,35.0,21.0,43.0,16.0,32.0,33.0,1.0,5.0,2.0,41.0,45.0,1.0,5.0,0.0,0.0,1.0,17.0,,Other
Coleslaw,Fast Foods,30.0,153.0,15.0,4.0,2.0,99.0,19.0,,22.0,8.0,27.0,13.0,0.0,0.0,1.0,20.0,53.0,129.0,95.0,16.0,,203.0,4.0,95.0,28.0,3.0,1.0,2.0,21.0,25.0,11.0,15.0,14.0,,14.0,,,,,1.0,,,,12.0,,,,,54.0,71.0,28.0,0.0,2.0,0.0,1.0,5.0,,Other
French fries,Fast Foods,18.0,312.0,41.0,0.0,12.0,15.0,38.0,30.0,81.0,35.0,6.0,38.0,0.0,0.0,0.0,125.0,54.0,579.0,34.0,23.0,9.0,210.0,6.0,0.0,0.0,17.0,0.0,4.0,3.0,58.0,37.0,47.0,5.0,37.0,,,,,,25.0,,,,3.0,,,,0.0,17.0,11.0,41.0,1.0,3.0,0.0,0.0,49.0,,Other
Mashed potato,Fast Foods,18.0,89.0,15.0,0.0,4.0,28.0,13.0,9.0,31.0,15.0,72.0,13.0,0.0,0.0,0.0,59.0,13.0,286.0,17.0,58.0,8.0,306.0,11.0,185.0,43.0,2.0,7.0,2.0,11.0,,12.0,0.0,22.0,13.0,2.0,,,,,1.0,,,12.0,5.0,,,,0.0,42.0,59.0,17.0,0.0,0.0,0.0,0.0,11.0,,Other
Chicken teriyaki subway,Fast Foods,142.0,155.0,23.0,22.0,7.0,24.0,12.0,58.0,15.0,23.0,64.0,21.0,0.0,0.0,0.0,139.0,83.0,285.0,11.0,51.0,15.0,305.0,1.0,56.0,3.0,27.0,11.0,21.0,51.0,66.0,28.0,11.0,64.0,,24.0,,,,,28.0,,,14.0,61.0,,,,,38.0,,6.0,0.0,0.0,0.0,1.0,72.0,,Other
